age,attrition,department,distance from home (miles),education,education field,marital status,monthly income,number of companies worked,work life balance,years at company
45,0,Sales,9,Master,Life Sciences,Married,5593,1,Better,15
52,0,Research & Development,7,Master,Life Sciences,Single,10445,7,Better,8
38,0,Sales,10,Master,Marketing,Divorced,8740,0,Better,8
29,0,Research & Development,28,Master,Life Sciences,Divorced,2514,4,Better,7
28,0,Research & Development,3,Bachelor,Medical,Divorced,7655,0,Good,9
46,0,Sales,3,Below College,Marketing,Married,17465,3,Better,12
38,0,Sales,2,College,Marketing,Single,7351,7,Better,1
43,0,Research & Development,27,Bachelor,Life Sciences,Married,10820,8,Better,8
39,1,Research & Development,2,Bachelor,Life Sciences,Divorced,12169,7,Better,18
40,0,Research & Development,14,Bachelor,Medical,Single,19626,1,Best,20
21,0,Research & Development,1,Below College,Technical Degree,Single,2070,1,Best,2
39,0,Research & Development,9,Bachelor,Life Sciences,Single,6782,9,Good,5
36,0,Research & Development,18,Master,Life Sciences,Single,7779,2,Better,11
31,0,Sales,20,Bachelor,Life Sciences,Married,2791,0,Better,2
28,0,Research & Development,2,Below College,Life Sciences,Married,3201,0,Bad,5
35,0,Sales,11,College,Marketing,Divorced,4968,1,Better,5
49,0,Sales,8,Master,Technical Degree,Married,13120,6,Better,9
34,0,Research & Development,2,College,Life Sciences,Single,4033,2,Good,3
29,0,Research & Development,10,Bachelor,Life Sciences,Divorced,3291,0,Good,7
42,0,Research & Development,29,Bachelor,Medical,Single,4272,4,Better,1
29,0,Research & Development,8,Below College,Medical,Married,5056,1,Good,10
38,0,Human Resources,1,Bachelor,Human Resources,Married,2844,1,Best,7
28,0,Research & Development,6,Bachelor,Life Sciences,Divorced,2703,1,Better,3
18,1,Research & Development,8,Below College,Medical,Single,1904,1,Better,0
33,1,Sales,9,Master,Marketing,Single,8224,0,Better,5
41,0,Research & Development,12,Master,Life Sciences,Married,4766,3,Better,1
31,1,Research & Development,15,Bachelor,Medical,Married,2610,1,Good,2
37,0,Research & Development,25,College,Medical,Divorced,5731,7,Better,6
27,0,Research & Development,6,Bachelor,Life Sciences,Married,2539,1,Better,4
34,0,Sales,9,Below College,Life Sciences,Married,5714,1,Good,6
35,0,Human Resources,8,Master,Technical Degree,Single,4323,1,Bad,5
29,1,Sales,23,Below College,Life Sciences,Married,7336,1,Bad,11
40,0,Research & Development,9,Master,Medical,Single,13499,9,Good,18
42,1,Sales,12,Bachelor,Life Sciences,Single,13758,0,Good,21
42,0,Sales,4,Master,Marketing,Single,5155,7,Best,6
35,0,Research & Development,1,Master,Medical,Married,2258,6,Better,8
24,0,Research & Development,24,Bachelor,Medical,Single,3597,8,Better,4
28,1,Research & Development,12,Below College,Life Sciences,Married,2515,1,Good,1
26,0,Research & Development,3,Master,Medical,Married,4420,1,Better,8
30,0,Sales,10,Bachelor,Marketing,Married,6578,1,Better,10
40,0,Research & Development,26,College,Medical,Married,4422,3,Bad,1
35,0,Research & Development,2,Bachelor,Life Sciences,Divorced,10274,2,Best,7
34,0,Research & Development,1,Bachelor,Medical,Single,5343,0,Better,13
35,0,Research & Development,4,Master,Other,Married,2376,1,Best,2
43,1,Sales,9,Bachelor,Marketing,Single,5346,8,Good,4
32,0,Sales,2,Below College,Life Sciences,Divorced,2827,1,Better,1
56,0,Research & Development,4,Master,Technical Degree,Divorced,19943,4,Better,5
29,0,Research & Development,6,Below College,Medical,Married,3131,1,Better,10
19,0,Research & Development,9,College,Life Sciences,Single,2552,1,Better,1
45,0,Research & Development,7,Bachelor,Medical,Married,4477,4,Good,3
37,0,Research & Development,1,Bachelor,Life Sciences,Married,6474,1,Good,14
20,0,Research & Development,3,Bachelor,Life Sciences,Single,3033,1,Good,2
44,1,Research & Development,10,Master,Life Sciences,Single,2936,1,Better,6
53,0,Research & Development,7,College,Medical,Divorced,18606,3,Better,7
29,0,Research & Development,15,Below College,Life Sciences,Married,2168,0,Good,5
22,1,Research & Development,3,Master,Life Sciences,Married,2853,0,Better,0
46,0,Sales,2,Bachelor,Marketing,Married,17048,8,Better,26
44,0,Research & Development,17,Bachelor,Life Sciences,Single,2290,2,Better,0
33,0,Human Resources,2,Bachelor,Human Resources,Married,3600,1,Better,5
41,1,Research & Development,5,College,Life Sciences,Divorced,2107,6,Bad,1
30,0,Sales,29,Master,Life Sciences,Divorced,4115,8,Better,4
40,0,Sales,2,Master,Medical,Married,4327,5,Better,0
50,0,Research & Development,2,Bachelor,Medical,Married,17856,2,Better,2
28,0,Research & Development,19,Master,Medical,Married,3196,1,Better,6
46,0,Research & Development,15,College,Life Sciences,Married,19081,5,Better,4
35,0,Sales,17,Master,Life Sciences,Married,8966,3,Better,7
24,1,Research & Development,17,College,Life Sciences,Married,2210,1,Bad,1
33,0,Sales,25,Bachelor,Medical,Married,4539,1,Good,10
36,0,Research & Development,6,Master,Life Sciences,Divorced,2741,1,Better,7
30,0,Research & Development,7,Master,Life Sciences,Divorced,3491,1,Good,10
44,0,Research & Development,29,Master,Other,Single,4541,1,Better,20
20,0,Sales,21,Bachelor,Marketing,Single,2678,1,Better,2
46,0,Research & Development,2,Master,Technical Degree,Divorced,7379,2,Good,6
42,0,Human Resources,2,Doctor,Medical,Married,6272,7,Best,4
60,0,Sales,7,Master,Marketing,Divorced,5220,0,Better,11
32,0,Research & Development,13,Bachelor,Other,Married,2743,1,Better,2
32,0,Research & Development,2,College,Life Sciences,Single,4998,4,Better,8
36,0,Research & Development,1,Bachelor,Technical Degree,Divorced,10252,2,Better,7
33,0,Research & Development,9,Bachelor,Medical,Married,2781,0,Better,14
40,0,Sales,10,Bachelor,Technical Degree,Divorced,6852,7,Best,5
25,0,Sales,10,Master,Life Sciences,Single,4950,0,Better,4
30,0,Research & Development,1,Bachelor,Medical,Married,3579,0,Better,11
42,0,Research & Development,26,Doctor,Medical,Married,13191,3,Better,1
35,0,Sales,8,College,Marketing,Married,10377,4,Good,13
27,0,Research & Development,14,Bachelor,Life Sciences,Married,2235,1,Good,9
54,0,Research & Development,1,Master,Life Sciences,Divorced,10502,7,Bad,5
44,0,Research & Development,2,Below College,Life Sciences,Married,2011,1,Better,10
19,1,Research & Development,10,Bachelor,Medical,Single,1859,1,Best,1
29,0,Research & Development,1,Bachelor,Life Sciences,Divorced,3760,1,Better,3
54,0,Research & Development,3,Bachelor,Life Sciences,Married,17779,3,Better,10
31,0,Research & Development,11,College,Medical,Married,6833,1,Good,6
31,0,Research & Development,24,Bachelor,Medical,Single,6812,1,Better,10
59,0,Sales,3,Bachelor,Life Sciences,Single,5171,5,Better,6
43,0,Research & Development,3,Bachelor,Life Sciences,Married,19740,3,Better,8
49,0,Research & Development,4,College,Medical,Married,18711,2,Best,1
36,0,Research & Development,3,Bachelor,Technical Degree,Married,3692,1,Good,11
48,0,Research & Development,2,College,Technical Degree,Single,2559,5,Good,1
27,0,Research & Development,4,College,Life Sciences,Divorced,2517,1,Better,5
29,0,Research & Development,7,Bachelor,Life Sciences,Divorced,6623,1,Better,6
48,0,Research & Development,1,Bachelor,Life Sciences,Single,18265,6,Best,1
29,0,Research & Development,1,Bachelor,Life Sciences,Divorced,16124,3,Good,7
34,0,Research & Development,20,Bachelor,Technical Degree,Married,2585,0,Good,1
44,0,Sales,5,Bachelor,Marketing,Married,18213,7,Better,22
33,0,Sales,10,Doctor,Marketing,Divorced,8380,0,Better,9
19,0,Research & Development,25,Bachelor,Life Sciences,Single,2994,1,Better,1
23,0,Research & Development,1,College,Life Sciences,Married,1223,1,Better,1
25,1,Sales,24,Below College,Life Sciences,Single,1118,1,Better,1
26,0,Research & Development,4,College,Life Sciences,Single,2875,1,Good,8
45,1,Sales,2,Bachelor,Marketing,Single,18824,2,Better,24
55,0,Research & Development,8,Below College,Medical,Divorced,13577,1,Better,33
21,1,Research & Development,10,College,Life Sciences,Single,2625,1,Bad,2
46,0,Sales,4,College,Marketing,Married,18789,2,Better,11
34,0,Sales,2,Bachelor,Marketing,Single,4538,0,Better,3
51,0,Sales,9,Bachelor,Life Sciences,Divorced,19847,4,Good,29
59,0,Research & Development,18,Master,Medical,Single,10512,6,Good,9
34,0,Research & Development,19,Bachelor,Medical,Divorced,4444,4,Best,11
28,0,Research & Development,1,Master,Medical,Single,2154,0,Good,4
44,0,Research & Development,4,College,Life Sciences,Divorced,19190,1,Good,25
34,0,Human Resources,11,Bachelor,Life Sciences,Married,4490,4,Best,10
35,0,Research & Development,6,Below College,Life Sciences,Married,3506,0,Better,3
42,0,Research & Development,7,Master,Medical,Married,2372,6,Better,1
43,0,Sales,4,Master,Marketing,Single,10231,3,Best,21
36,0,Research & Development,2,Master,Life Sciences,Single,5410,9,Better,16
44,1,Research & Development,15,Bachelor,Medical,Married,7978,1,Better,10
28,0,Research & Development,2,Bachelor,Life Sciences,Married,3867,1,Better,2
51,0,Research & Development,6,College,Medical,Single,2838,0,Good,7
30,0,Research & Development,9,College,Medical,Single,4695,7,Better,8
29,1,Research & Development,7,Bachelor,Technical Degree,Divorced,3339,3,Better,7
28,0,Research & Development,1,Bachelor,Technical Degree,Single,2080,2,Good,3
25,0,Research & Development,1,Bachelor,Medical,Single,2096,1,Good,2
32,0,Sales,8,Bachelor,Medical,Married,6209,1,Best,10
45,0,Research & Development,25,Bachelor,Medical,Single,18061,3,Better,0
39,0,Research & Development,13,Master,Medical,Divorced,17123,6,Better,19
58,0,Research & Development,23,Master,Life Sciences,Divorced,2372,1,Better,2
32,1,Research & Development,7,College,Life Sciences,Married,4883,1,Better,10
39,1,Research & Development,23,Bachelor,Medical,Single,3904,0,Better,5
30,0,Research & Development,6,Bachelor,Technical Degree,Married,4627,0,Better,9
36,0,Research & Development,10,Master,Technical Degree,Married,7094,3,Better,7
46,0,Human Resources,1,College,Life Sciences,Single,3423,6,Best,7
28,0,Research & Development,1,Bachelor,Life Sciences,Married,6674,0,Better,9
50,0,Research & Development,28,Bachelor,Life Sciences,Married,16880,4,Better,3
40,1,Sales,25,Master,Marketing,Single,9094,2,Better,5
52,1,Sales,5,Bachelor,Life Sciences,Single,8446,9,Good,8
30,0,Research & Development,17,Master,Medical,Married,11916,1,Better,9
39,0,Research & Development,18,College,Life Sciences,Single,4534,0,Better,8
31,0,Sales,2,Master,Life Sciences,Divorced,9852,1,Good,10
41,0,Sales,10,College,Medical,Single,6151,1,Better,19
31,1,Sales,1,Bachelor,Life Sciences,Single,2302,1,Best,3
44,1,Research & Development,3,Bachelor,Life Sciences,Married,2362,4,Best,3
42,0,Research & Development,2,Below College,Life Sciences,Married,17861,0,Good,20
55,0,Research & Development,2,College,Medical,Married,19187,4,Better,19
56,0,Human Resources,8,Master,Life Sciences,Single,19717,6,Better,7
40,0,Research & Development,16,College,Life Sciences,Divorced,3544,9,Better,4
34,0,Research & Development,9,Bachelor,Life Sciences,Divorced,8500,0,Good,9
40,0,Research & Development,2,Bachelor,Life Sciences,Single,4661,1,Better,9
41,0,Sales,1,Bachelor,Marketing,Divorced,4103,0,Better,9
35,0,Research & Development,4,Master,Life Sciences,Single,4249,1,Better,9
51,0,Human Resources,5,Bachelor,Life Sciences,Divorced,14026,1,Better,33
38,0,Sales,2,College,Life Sciences,Divorced,6893,3,Better,7
34,0,Sales,15,College,Medical,Single,6125,1,Best,10
25,0,Research & Development,19,Below College,Medical,Married,3669,3,Good,3
58,1,Research & Development,7,Master,Medical,Married,10008,7,Good,10
40,0,Research & Development,1,Master,Life Sciences,Married,2387,3,Better,4
36,0,Sales,7,Bachelor,Marketing,Married,4639,2,Good,15
48,0,Research & Development,4,Bachelor,Life Sciences,Single,7898,1,Better,10
27,0,Sales,11,Bachelor,Medical,Married,2534,8,Better,1
51,0,Research & Development,11,College,Technical Degree,Single,13142,3,Good,5
18,0,Research & Development,1,Bachelor,Life Sciences,Single,1611,1,Best,0
35,0,Research & Development,1,Bachelor,Medical,Married,5363,0,Better,9
27,0,Sales,2,Below College,Life Sciences,Single,5071,3,Better,6
55,1,Sales,13,Master,Marketing,Single,13695,6,Good,19
56,0,Research & Development,23,Bachelor,Life Sciences,Married,13402,4,Better,19
34,0,Research & Development,26,Below College,Technical Degree,Divorced,2029,1,Better,5
40,0,Research & Development,2,Below College,Medical,Divorced,6377,5,Better,12
34,0,Research & Development,29,Bachelor,Medical,Married,5429,4,Better,8
31,1,Sales,2,Bachelor,Life Sciences,Single,2785,7,Best,1
35,1,Sales,18,Master,Marketing,Married,4614,0,Good,4
38,0,Research & Development,7,Bachelor,Life Sciences,Divorced,2610,1,Better,4
34,0,Research & Development,2,Master,Technical Degree,Single,6687,1,Best,14
28,0,Sales,26,Bachelor,Life Sciences,Married,4724,1,Better,5
31,1,Research & Development,22,Master,Medical,Married,6179,1,Good,10
39,0,Sales,21,Master,Life Sciences,Married,6120,3,Best,5
51,0,Sales,2,Bachelor,Marketing,Married,10596,2,Better,4
41,0,Research & Development,22,Bachelor,Life Sciences,Divorced,5467,3,Good,6
37,0,Research & Development,4,Below College,Life Sciences,Married,2996,7,Better,6
33,0,Sales,5,Below College,Life Sciences,Married,9998,6,Best,5
32,0,Sales,2,Below College,Marketing,Married,4078,0,Good,3
39,0,Research & Development,25,College,Life Sciences,Married,10920,3,Better,6
25,0,Sales,18,Below College,Life Sciences,Married,6232,2,Good,3
52,0,Research & Development,28,College,Medical,Married,13247,2,Good,5
43,0,Research & Development,6,Bachelor,Medical,Single,4081,1,Bad,20
27,0,Sales,10,Bachelor,Marketing,Married,5769,1,Better,6
27,1,Research & Development,17,Master,Life Sciences,Single,2394,1,Better,8
26,0,Research & Development,2,Below College,Medical,Single,3904,0,Better,4
42,0,Human Resources,10,Bachelor,Human Resources,Married,16799,0,Better,20
52,0,Research & Development,8,Master,Other,Married,2950,9,Bad,5
37,0,Research & Development,11,Bachelor,Medical,Single,3629,4,Better,3
35,0,Research & Development,18,College,Life Sciences,Single,9362,2,Better,2
25,0,Research & Development,1,Bachelor,Technical Degree,Married,3229,4,Good,3
26,0,Research & Development,7,Bachelor,Other,Single,3578,0,Better,7
29,0,Human Resources,17,Bachelor,Other,Single,7988,1,Good,10
49,1,Research & Development,28,College,Life Sciences,Single,4284,3,Better,4
29,1,Research & Development,14,Below College,Other,Single,7553,0,Better,8
54,0,Research & Development,1,Bachelor,Medical,Single,17328,6,Good,20
58,0,Research & Development,1,Bachelor,Medical,Married,19701,3,Better,9
55,0,Research & Development,1,Master,Medical,Divorced,14732,2,Best,7
36,0,Sales,3,Master,Marketing,Single,9278,3,Better,5
31,1,Sales,1,Master,Life Sciences,Single,1359,1,Better,1
30,0,Sales,7,Master,Marketing,Divorced,4779,7,Better,3
31,0,Research & Development,8,Doctor,Life Sciences,Single,16422,3,Best,3
34,0,Research & Development,1,Master,Other,Divorced,2996,5,Better,4
31,1,Research & Development,8,Bachelor,Life Sciences,Single,1261,1,Best,1
27,0,Research & Development,11,Below College,Life Sciences,Married,2099,0,Best,5
36,0,Research & Development,4,Master,Life Sciences,Single,5810,1,Good,10
36,0,Sales,16,Master,Marketing,Married,5647,4,Good,3
47,0,Research & Development,1,Bachelor,Technical Degree,Married,3420,7,Good,6
25,1,Sales,9,College,Life Sciences,Married,4400,3,Better,3
37,0,Research & Development,5,College,Technical Degree,Single,3500,0,Bad,6
56,0,Research & Development,1,College,Life Sciences,Married,2066,2,Best,3
47,0,Research & Development,2,Master,Medical,Married,17169,3,Best,20
24,0,Sales,4,Below College,Medical,Married,4162,1,Better,5
32,0,Sales,7,Doctor,Marketing,Married,9204,4,Good,4
34,0,Research & Development,1,Bachelor,Life Sciences,Married,3294,5,Good,5
41,0,Research & Development,5,Doctor,Medical,Married,2127,2,Good,4
40,0,Research & Development,9,Master,Other,Divorced,3975,3,Best,8
31,0,Sales,8,College,Life Sciences,Divorced,10793,1,Better,13
46,1,Sales,9,Bachelor,Marketing,Divorced,10096,4,Best,7
39,1,Research & Development,2,Bachelor,Life Sciences,Single,3646,2,Best,1
31,1,Research & Development,1,Doctor,Life Sciences,Single,7446,1,Better,10
45,0,Research & Development,20,Bachelor,Medical,Divorced,10851,2,Better,7
31,0,Human Resources,8,College,Medical,Single,2109,9,Better,3
31,1,Research & Development,2,Bachelor,Life Sciences,Married,3722,6,Bad,2
45,0,Research & Development,29,Bachelor,Technical Degree,Married,9380,4,Best,3
48,0,Sales,7,Bachelor,Marketing,Divorced,5486,4,Better,2
34,1,Human Resources,9,Master,Technical Degree,Married,2742,1,Better,2
40,0,Research & Development,8,Below College,Medical,Divorced,13757,2,Better,9
28,0,Sales,5,Bachelor,Medical,Single,8463,0,Better,5
44,0,Research & Development,5,Bachelor,Life Sciences,Single,3162,3,Better,5
53,0,Research & Development,2,Bachelor,Medical,Single,16598,4,Good,9
49,0,Research & Development,5,Master,Technical Degree,Married,6651,2,Good,3
40,0,Research & Development,2,Bachelor,Medical,Divorced,2345,2,Best,3
44,0,Research & Development,20,Bachelor,Life Sciences,Single,3420,1,Good,5
33,0,Sales,7,Bachelor,Medical,Married,4373,0,Better,4
34,0,Sales,3,Bachelor,Other,Single,4759,3,Better,13
30,0,Sales,16,Below College,Life Sciences,Married,5301,8,Good,2
42,0,Research & Development,9,College,Medical,Single,3673,1,Better,12
44,0,Sales,1,Doctor,Marketing,Married,4768,7,Good,1
30,0,Research & Development,7,Bachelor,Technical Degree,Divorced,1274,1,Good,1
57,0,Research & Development,1,College,Life Sciences,Married,4900,0,Good,12
49,0,Research & Development,7,Master,Life Sciences,Divorced,10466,3,Better,8
34,0,Research & Development,15,Bachelor,Medical,Divorced,17007,7,Good,14
28,1,Sales,1,Bachelor,Technical Degree,Married,2909,3,Best,3
29,1,Sales,13,Bachelor,Technical Degree,Single,5765,5,Bad,5
34,1,Sales,24,Master,Medical,Single,4599,0,Best,15
35,0,Sales,7,Below College,Life Sciences,Married,2404,1,Better,1
24,1,Research & Development,9,Bachelor,Medical,Single,3172,2,Good,0
24,0,Sales,13,College,Life Sciences,Married,2033,1,Better,1
44,0,Research & Development,2,Below College,Medical,Single,10209,5,Good,2
29,0,Sales,19,Bachelor,Life Sciences,Divorced,8620,1,Better,10
30,0,Human Resources,1,Bachelor,Life Sciences,Divorced,2064,0,Best,5
55,0,Research & Development,4,Master,Life Sciences,Married,4035,0,Better,3
33,0,Research & Development,4,Master,Medical,Married,3838,8,Better,5
47,0,Sales,14,Bachelor,Medical,Married,4591,3,Good,5
28,1,Research & Development,2,College,Medical,Single,2561,7,Good,0
28,0,Research & Development,1,Bachelor,Life Sciences,Divorced,1563,1,Bad,1
28,0,Sales,7,Bachelor,Life Sciences,Single,4898,0,Better,4
49,0,Research & Development,3,College,Medical,Married,4789,4,Better,3
29,0,Research & Development,2,Below College,Life Sciences,Married,3180,0,Better,3
28,0,Research & Development,29,Below College,Life Sciences,Married,6549,1,Good,8
33,0,Research & Development,8,Doctor,Life Sciences,Single,6388,2,Better,0
32,0,Research & Development,10,Bachelor,Medical,Single,11244,2,Best,5
54,0,Research & Development,11,Master,Medical,Divorced,16032,3,Better,14
29,1,Research & Development,1,Master,Technical Degree,Single,2362,6,Bad,9
44,0,Research & Development,28,Bachelor,Life Sciences,Married,16328,3,Best,20
39,0,Research & Development,6,Bachelor,Life Sciences,Single,8376,4,Better,2
46,0,Sales,3,Bachelor,Life Sciences,Married,16606,8,Best,13
35,0,Research & Development,16,Bachelor,Life Sciences,Single,8606,1,Bad,11
23,0,Research & Development,20,Below College,Life Sciences,Single,2272,0,Better,4
40,1,Research & Development,9,Master,Life Sciences,Single,2018,3,Bad,5
34,0,Sales,1,Bachelor,Technical Degree,Married,7083,1,Better,10
31,1,Research & Development,3,Bachelor,Life Sciences,Single,4084,1,Bad,7
50,0,Research & Development,22,Doctor,Medical,Single,14411,1,Better,32
34,0,Sales,7,College,Technical Degree,Married,2308,0,Better,11
42,0,Research & Development,2,Bachelor,Medical,Married,4841,4,Better,1
37,0,Research & Development,13,Bachelor,Medical,Married,4285,1,Better,10
29,0,Research & Development,8,Below College,Other,Married,9715,3,Better,7
33,0,Research & Development,25,Bachelor,Life Sciences,Single,4320,1,Better,5
45,0,Research & Development,28,Bachelor,Technical Degree,Married,2132,4,Better,5
42,0,Research & Development,2,Bachelor,Life Sciences,Married,10124,2,Bad,20
40,0,Sales,9,College,Medical,Married,5473,0,Best,8
33,0,Research & Development,28,Master,Life Sciences,Married,5207,1,Better,15
40,0,Human Resources,6,College,Medical,Single,16437,1,Better,21
24,0,Research & Development,21,College,Technical Degree,Divorced,2296,0,Better,1
40,0,Research & Development,8,College,Life Sciences,Divorced,4069,3,Better,2
45,0,Research & Development,1,Master,Technical Degree,Divorced,7441,1,Better,10
35,0,Sales,28,Master,Life Sciences,Married,2430,0,Better,5
32,0,Research & Development,5,College,Life Sciences,Married,5878,3,Better,7
36,0,Sales,2,Master,Life Sciences,Single,2644,3,Good,3
48,0,Sales,16,Master,Life Sciences,Divorced,6439,8,Better,8
29,0,Research & Development,9,Bachelor,Life Sciences,Married,2451,6,Good,1
33,0,Sales,8,Master,Life Sciences,Married,6392,2,Bad,2
30,1,Sales,1,Bachelor,Life Sciences,Married,9714,1,Better,10
38,0,Human Resources,10,Master,Human Resources,Married,6077,3,Better,6
35,0,Research & Development,1,Bachelor,Medical,Single,2450,1,Better,3
30,0,Sales,29,Master,Technical Degree,Married,9250,3,Better,4
35,1,Research & Development,2,Bachelor,Life Sciences,Divorced,2074,1,Better,1
53,1,Research & Development,2,Doctor,Technical Degree,Married,10169,0,Better,33
38,1,Research & Development,2,Bachelor,Medical,Married,4855,4,Better,5
32,0,Research & Development,1,Master,Technical Degree,Married,4087,4,Good,6
48,0,Research & Development,15,Master,Other,Married,2367,8,Good,8
34,0,Research & Development,7,Master,Medical,Single,2972,1,Bad,1
55,0,Sales,26,Doctor,Marketing,Married,19586,1,Better,36
34,0,Research & Development,1,Master,Life Sciences,Married,5484,9,Good,2
26,0,Research & Development,3,Bachelor,Life Sciences,Married,2061,1,Better,1
38,0,Sales,14,Bachelor,Life Sciences,Married,9924,0,Better,9
38,0,Sales,16,Bachelor,Life Sciences,Single,4198,2,Best,3
36,0,Sales,1,Master,Life Sciences,Single,6815,6,Better,1
29,0,Research & Development,3,Below College,Medical,Single,4723,1,Better,10
35,0,Research & Development,10,Master,Medical,Single,6142,3,Better,5
39,0,Sales,6,Bachelor,Medical,Married,8237,2,Better,7
29,0,Research & Development,2,Below College,Life Sciences,Divorced,8853,1,Best,6
50,0,Sales,9,Bachelor,Marketing,Married,19331,4,Better,1
23,0,Research & Development,10,Bachelor,Technical Degree,Married,2073,2,Better,2
36,0,Research & Development,6,Master,Life Sciences,Married,5562,3,Better,3
42,0,Research & Development,9,College,Other,Single,19613,8,Better,1
35,0,Research & Development,28,Bachelor,Life Sciences,Married,3407,1,Good,10
34,0,Research & Development,10,Master,Technical Degree,Married,5063,1,Good,8
40,0,Sales,14,College,Life Sciences,Married,4639,1,Better,5
43,0,Research & Development,27,Bachelor,Technical Degree,Divorced,4876,5,Better,6
35,0,Research & Development,7,College,Life Sciences,Married,2690,1,Good,1
46,0,Sales,1,Master,Life Sciences,Single,17567,1,Bad,26
28,1,Research & Development,24,Bachelor,Medical,Married,2408,1,Better,1
22,0,Research & Development,26,College,Other,Married,2814,1,Good,4
50,0,Research & Development,20,Doctor,Medical,Married,11245,2,Better,30
32,0,Research & Development,5,Master,Other,Married,3312,3,Better,3
44,0,Research & Development,7,Bachelor,Medical,Divorced,19049,0,Good,22
30,0,Research & Development,7,Bachelor,Medical,Married,2141,1,Good,6
45,0,Research & Development,5,Doctor,Medical,Single,5769,1,Better,10
45,0,Sales,26,Bachelor,Marketing,Married,4385,1,Better,10
31,0,Sales,2,Master,Other,Single,5332,7,Better,5
36,0,Research & Development,12,Master,Life Sciences,Married,4663,9,Better,3
34,0,Research & Development,10,Master,Life Sciences,Divorced,4724,1,Better,9
49,0,Research & Development,25,Master,Life Sciences,Married,3211,1,Good,9
39,0,Research & Development,10,Doctor,Medical,Married,5377,2,Better,7
27,0,Research & Development,19,Bachelor,Other,Divorced,4066,1,Better,7
35,0,Research & Development,18,Doctor,Life Sciences,Married,5208,1,Better,16
28,0,Research & Development,27,Bachelor,Medical,Divorced,4877,0,Good,5
21,0,Research & Development,5,Below College,Medical,Single,3117,1,Better,2
18,1,Sales,3,College,Medical,Single,1569,1,Best,0
47,0,Human Resources,26,Master,Life Sciences,Married,19658,3,Better,5
39,0,Research & Development,3,College,Medical,Divorced,3069,0,Better,10
40,0,Research & Development,15,Bachelor,Life Sciences,Married,10435,1,Better,18
35,0,Research & Development,8,Master,Life Sciences,Married,4148,1,Better,14
37,0,Research & Development,19,Bachelor,Life Sciences,Married,5768,3,Good,4
39,0,Research & Development,4,Bachelor,Medical,Single,5042,0,Bad,9
45,0,Research & Development,2,College,Other,Divorced,5770,1,Better,10
38,0,Research & Development,2,College,Medical,Married,7756,3,Best,5
35,1,Sales,10,Bachelor,Medical,Married,10306,9,Better,13
37,0,Research & Development,10,Bachelor,Medical,Married,3936,1,Bad,8
40,0,Research & Development,16,Bachelor,Life Sciences,Single,7945,6,Good,4
44,0,Human Resources,1,Doctor,Human Resources,Married,5743,4,Better,10
48,0,Research & Development,4,Doctor,Medical,Married,15202,2,Better,2
35,1,Sales,15,College,Medical,Divorced,5440,6,Good,2
24,0,Research & Development,2,Below College,Technical Degree,Single,3760,1,Better,6
27,0,Research & Development,8,Bachelor,Medical,Married,3517,7,Better,3
27,0,Research & Development,2,Bachelor,Medical,Single,2580,2,Good,4
40,1,Research & Development,7,Bachelor,Life Sciences,Single,2166,3,Bad,4
29,0,Sales,10,Bachelor,Medical,Single,5869,9,Better,5
36,0,Research & Development,5,Master,Life Sciences,Married,8008,4,Better,3
25,0,Research & Development,2,Below College,Life Sciences,Divorced,5206,1,Better,7
39,0,Research & Development,12,Bachelor,Medical,Married,5295,4,Better,5
49,0,Research & Development,22,Master,Other,Married,16413,3,Better,4
50,0,Research & Development,17,Doctor,Life Sciences,Divorced,13269,5,Better,14
20,0,Sales,2,Bachelor,Medical,Single,2783,1,Better,2
34,0,Research & Development,3,Bachelor,Life Sciences,Divorced,5433,1,Better,11
36,0,Research & Development,7,Bachelor,Life Sciences,Single,2013,2,Better,4
49,0,Research & Development,6,Below College,Life Sciences,Married,13966,2,Better,15
36,0,Research & Development,1,Master,Medical,Married,4374,0,Better,3
36,0,Research & Development,3,College,Life Sciences,Divorced,6842,6,Better,5
54,0,Research & Development,22,Doctor,Medical,Married,17426,3,Better,10
43,0,Research & Development,15,College,Life Sciences,Married,17603,1,Better,14
35,1,Sales,12,Master,Other,Single,4581,3,Best,11
38,0,Research & Development,1,Bachelor,Life Sciences,Married,4735,7,Best,13
29,0,Sales,5,Bachelor,Medical,Divorced,4187,1,Good,10
33,0,Sales,2,Master,Medical,Divorced,5505,1,Better,6
32,0,Research & Development,2,Bachelor,Medical,Divorced,5470,0,Good,9
31,0,Sales,5,Master,Life Sciences,Married,5476,1,Better,10
49,0,Research & Development,16,Bachelor,Medical,Divorced,2587,4,Good,2
38,0,Research & Development,2,Bachelor,Medical,Single,2440,1,Better,4
47,0,Sales,2,Master,Life Sciences,Divorced,15972,6,Better,3
49,0,Research & Development,1,Bachelor,Life Sciences,Single,15379,4,Better,8
41,0,Sales,23,College,Life Sciences,Single,7082,3,Better,2
20,0,Sales,9,Below College,Life Sciences,Single,2728,1,Better,2
33,0,Sales,16,Bachelor,Life Sciences,Divorced,5368,1,Better,6
36,0,Research & Development,26,Master,Life Sciences,Married,5347,6,Good,3
44,0,Human Resources,1,Bachelor,Life Sciences,Divorced,3195,4,Better,2
23,1,Research & Development,8,Below College,Medical,Single,3989,1,Better,5
38,0,Research & Development,4,College,Medical,Married,3306,7,Good,0
53,0,Research & Development,24,Master,Medical,Married,7005,3,Better,4
